rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat, country_long,city_lat,city_long
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61.0,United States,Rancho Santa Fe,Cargill,Food & Beverage,United States,False,F,10/27/1961 0:00,Meyer,Gwendolyn Sontheim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
636,4300,Real Estate,Jay Paul,75.0,United States,San Francisco,Real estate,Real Estate,United States,True,M,7/8/1947 0:00,Paul,Jay,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
636,4300,Diversified,Pham Nhat Vuong,54.0,Vietnam,Hanoi,Diversified,Diversified,Vietnam,True,M,8/5/1968 0:00,Pham,Nhat Vuong,163.52,"$261,921,244,843 ",96462106.0,14.058324,108.277199,21.0,105.85
636,4300,Healthcare,Jon Stryker,64.0,United States,New York,Medical equipment,Healthcare,United States,False,M,5/3/1958 0:00,Stryker,Jon,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
636,4300,Finance & Investments,Daniel Tsai,66.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,4/25/1956 0:00,Tsai,Daniel,,,,,,25.0375,121.5625
636,4300,Finance & Investments,Richard Tsai,65.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,6/2/1957 0:00,Tsai,Richard,,,,,,25.0375,121.5625
636,4300,Technology,Frank Wang,42.0,China,Shenzhen,Drones,Technology,China,True,M,10/30/1980 0:00,Wang,Frank,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
636,4300,Manufacturing,Wang Junshi & family,74.0,China,Ningbo,Solar inverters,Manufacturing,China,True,M,1/1/1949 0:00,Wang,Junshi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,29.8603,121.6245
636,4300,Technology,Wang Wenjing,58.0,China,Beijing,Business software,Technology,China,True,M,12/5/1964 0:00,Wang,Wenjing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
636,4300,Finance & Investments,Herbert Wertheim,83.0,United States,Coral Gables,Investments,Finance & Investments,United States,True,M,5/23/1939 0:00,Wertheim,Herbert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,25.7037,-80.2715
659,4200,Service,Shari Arison,65.0,Israel,Tel Aviv,Carnival Cruises,Service,Israel,False,F,9/9/1957 0:00,Arison,Shari,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612,,
659,4200,Finance & Investments,Pyotr Aven,68.0,Latvia,,"Oil, banking, telecom",Finance & Investments,Russia,True,M,3/16/1955 0:00,Aven,Pyotr,116.86,"$34,117,202,555 ",1912789.0,56.879635,24.603189,,
659,4200,Real Estate,Chan Laiwa & family,82.0,China,Beijing,Real estate,Real Estate,China,True,F,1/1/1941 0:00,Chan,Laiwa,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
659,4200,Real Estate,Chen Hua,57.0,China,Shenzhen,Real estate,Real Estate,China,True,M,1/1/1966 0:00,Chen,Hua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
659,4200,Finance & Investments,Thomas Hagen,87.0,United States,Erie,Insurance,Finance & Investments,United States,False,M,1/1/1936 0:00,Hagen,Thomas,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.1167,-80.0733
659,4200,Finance & Investments,Thomas Hagen,87.0,United States,Erie,Insurance,Finance & Investments,United States,False,M,1/1/1936 0:00,Hagen,Thomas,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.0404,-105.0399
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82.0,United States,Burlingame,Franklin Templeton,Finance & Investments,United States,False,M,8/10/1940 0:00,Johnson,Rupert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.5859,-122.3667
659,4200,Energy,Dewi Kam,72.0,Indonesia,Jakarta,Coal,Energy,Indonesia,True,F,7/23/1950 0:00,Kam,Dewi,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327,-6.175,106.8275
659,4200,Technology,Min Kao & family,74.0,United States,Leawood,Navigation equipment,Technology,United States,True,M,1/10/1949 0:00,Kao,Min,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,38.9075,-94.6258
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82.0,France,Paris,Finance,Finance & Investments,France,True,M,11/6/1940 0:00,Ladreit de Lacharriere,Marc,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749,48.8567,2.3522
659,4200,Technology,Eric Lefkofsky,53.0,United States,Glencoe,"Groupon, investments",Technology,United States,True,M,9/2/1969 0:00,Lefkofsky,Eric,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.1347,-87.7641
659,4200,Technology,Lin Bin,55.0,China,Shenzhen,Smartphones,Technology,United States,True,M,2/1/1968 0:00,Lin,Bin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
659,4200,Finance & Investments,Lin Li,59.0,China,Shenzhen,Investments,Finance & Investments,China,True,M,5/1/1963 0:00,Lin,Li,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
659,4200,Technology,Michael Moritz,68.0,United States,San Francisco,Venture capital,Technology,United States,True,M,9/12/1954 0:00,Moritz,Michael,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
659,4200,Service,Jean (Gigi) Pritzker,60.0,United States,Los Angeles,"Hotels, investments",Service,United States,False,F,7/1/1962 0:00,Pritzker,Jean (Gigi),117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
659,4200,Automotive,E. Joe Shoen,73.0,United States,Phoenix,U-Haul,Automotive,United States,False,M,10/28/1949 0:00,Shoen,E. Joe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.5722,-112.0892
659,4200,Technology,Jeff Skoll,58.0,United States,Los Angeles,EBay,Technology,United States,True,M,1/16/1965 0:00,Skoll,Jeff,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
659,4200,Food & Beverage,Lynsi Snyder,40.0,United States,Glendora,In-N-Out Burger,Food & Beverage,United States,False,F,5/5/1982 0:00,Snyder,Lynsi,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1449,-117.8467
659,4200,Fashion & Retail,Djoko Susanto,73.0,Indonesia,Jakarta,Supermarkets,Fashion & Retail,Indonesia,True,M,2/9/1950 0:00,Susanto,Djoko,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327,-6.175,106.8275
659,4200,Diversified,Tahir & family,71.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,True,M,3/26/1952 0:00,Tahir,,151.18,"$1,119,190,780,753 ",270203917.0,-0.789275,113.921327,-6.175,106.8275
659,4200,Finance & Investments,Peter Thiel,55.0,United States,Los Angeles,"Facebook, investments",Finance & Investments,United States,True,M,10/11/1967 0:00,Thiel,Peter,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
679,4100,Food & Beverage,Andrej Babis,68.0,Czech Republic,Prague,Agriculture,Food & Beverage,Czech Republic,True,M,9/2/1954 0:00,Babis,Andrej,116.48,"$246,489,245,495 ",10669709.0,49.817492,15.472962,,
679,4100,Service,Danielle Bellon & family,83.0,France,Paris,Food services,Service,France,False,F,2/8/1940 0:00,Bellon,Danielle,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749,48.8567,2.3522
679,4100,Media & Entertainment,Hubert Burda,83.0,Germany,Munich,Publishing,Media & Entertainment,Germany,False,M,2/9/1940 0:00,Burda,Hubert,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,48.1375,11.575
679,4100,Food & Beverage,Nick Caporella,87.0,United States,Plantation,Beverages,Food & Beverage,United States,True,M,1/15/1936 0:00,Caporella,Nick,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.1259,-80.2617
679,4100,Energy,John Catsimatidis,74.0,United States,New York,"Oil, real estate",Energy,United States,True,M,9/7/1948 0:00,Catsimatidis,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
679,4100,Technology,Scott Cook,70.0,United States,Woodside,Software,Technology,United States,True,M,7/26/1952 0:00,Cook,Scott,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
679,4100,Food & Beverage,Luca Garavoglia,54.0,Italy,Milan,Spirits,Food & Beverage,Italy,False,M,2/27/1969 0:00,Garavoglia,Luca,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
679,4100,Manufacturing,Antti Herlin,66.0,Finland,Kirkkonummi,"Elevators, escalators",Manufacturing,Finland,False,M,11/14/1956 0:00,Herlin,Antti,112.33,"$268,761,201,365 ",5520314.0,61.92411,25.748151,60.1167,24.4333
679,4100,Manufacturing,Hong Jie,55.0,China,Putian,Paint,Manufacturing,China,True,M,10/1/1967 0:00,Hong,Jie,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,25.4526,119.0078
679,4100,Service,"Jeremy Jacobs, Sr. & family",83.0,United States,East Aurora,Food service,Service,United States,False,M,1/21/1940 0:00,Jacobs,Jeremy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
679,4100,Fashion & Retail,Igor Kesaev,56.0,Russia,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,True,M,10/30/1966 0:00,Kesaev,Igor,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,55.7558,37.6172
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73.0,United States,Coatesville,Campbell Soup,Food & Beverage,United States,False,F,2/3/1950 0:00,Malone,Mary Alice Dorrance,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.9849,-75.82
679,4100,Diversified,Joao Moreira Salles,61.0,Brazil,Rio de Janeiro,"Banking, minerals",Diversified,Brazil,False,M,1/1/1962 0:00,Moreira Salles,Joao,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-22.9111,-43.2056
679,4100,Finance & Investments,Walther Moreira Salles Junior,66.0,Brazil,Rio de Janeiro,"Banking, minerals",Finance & Investments,Brazil,False,M,4/12/1956 0:00,Moreira Salles Junior,Walther,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-22.9111,-43.2056
679,4100,Sports,Arturo Moreno,76.0,United States,Phoenix,"Billboards, Los Angeles Angels",Sports,United States,True,M,8/14/1946 0:00,Moreno,Arturo,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.5722,-112.0892
679,4100,Manufacturing,Peter Spuhler,63.0,Switzerland,Weiningen,Train cars,Manufacturing,Switzerland,True,M,9/1/1959 0:00,Spuhler,Peter,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,,
679,4100,Real Estate,Donald Sterling,88.0,United States,Beverly Hills,Real estate,Real Estate,United States,True,M,4/26/1934 0:00,Sterling,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.0786,-118.4021
679,4100,Real Estate,Donald Sterling,88.0,United States,Beverly Hills,Real estate,Real Estate,United States,True,M,4/26/1934 0:00,Sterling,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.522,-83.2423
679,4100,Real Estate,Donald Sterling,88.0,United States,Beverly Hills,Real estate,Real Estate,United States,True,M,4/26/1934 0:00,Sterling,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,28.9176,-82.4542
679,4100,Diversified,Kerry Stokes,82.0,Australia,Perth,"Construction equipment, media",Diversified,Australia,True,M,9/13/1940 0:00,Stokes,Kerry,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-31.9559,115.8606
679,4100,Technology,Ken Xie,60.0,United States,Los Altos Hills,Cybersecurity,Technology,United States,True,M,1/26/1963 0:00,Xie,Ken,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
679,4100,Healthcare,Liangzhi Xie & family,57.0,China,Beijing,Biotech,Healthcare,China,True,M,1/1/1966 0:00,Xie,Liangzhi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
699,4000,Energy,Sid Bass,80.0,United States,Fort Worth,"Oil, investments",Energy,United States,False,M,4/9/1942 0:00,Bass,Sid,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7817,-97.3474
699,4000,Technology,Ben Chestnut,48.0,United States,Atlanta,Email marketing,Technology,United States,True,M,6/15/1974 0:00,Chestnut,Ben,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.7628,-84.422
699,4000,Food & Beverage,Elisabeth DeLuca & family,75.0,United States,,Subway,Food & Beverage,United States,False,F,7/25/1947 0:00,DeLuca,Elisabeth,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
699,4000,Diversified,Guangchang Guo,56.0,China,Shanghai,Conglomerate,Diversified,China,True,M,2/16/1967 0:00,Guo,Guangchang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.2286,121.4747
699,4000,Manufacturing,Vinod Rai Gupta,77.0,India,Delhi,Electrical equipment,Manufacturing,India,False,F,9/15/1945 0:00,Gupta,Vinod Rai,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
699,4000,Sports,John Henry,73.0,United States,Boca Raton,Sports,Sports,United States,True,M,9/13/1949 0:00,Henry,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.3752,-80.108
699,4000,Technology,Travis Kalanick,46.0,United States,Los Angeles,Uber,Technology,United States,True,M,8/6/1976 0:00,Kalanick,Travis,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
699,4000,Manufacturing,Koon Poh Keong,61.0,Malaysia,Petaling Jaya,Aluminum,Manufacturing,Malaysia,True,M,4/25/1961 0:00,Koon,Poh Keong,121.46,"$364,701,517,788 ",32447385.0,4.210484,101.975766,3.0972,101.6444
699,4000,Technology,Dan Kurzius,51.0,United States,Atlanta,Email marketing,Technology,United States,True,M,12/1/1971 0:00,Kurzius,Dan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.7628,-84.422
699,4000,Manufacturing,Paul Lee,65.0,China,Yuxi,Battery separators,Manufacturing,United States,True,M,1/1/1958 0:00,Lee,Paul,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,24.347,102.527
699,4000,Technology,Tobi Lutke,42.0,Canada,Ottawa,E-commerce,Technology,Canada,True,M,7/16/1980 0:00,Lutke,Tobi,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771,45.4247,-75.695
699,4000,Automotive,Gail Miller,79.0,United States,Salt Lake City,Car dealerships,Automotive,United States,True,F,10/14/1943 0:00,Miller,Gail,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.7776,-111.9311
699,4000,Telecom,Rajan Mittal,63.0,India,Delhi,Telecom,Telecom,India,False,M,1/5/1960 0:00,Mittal,Rajan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
699,4000,Telecom,Rakesh Mittal,67.0,India,Delhi,Telecom,Telecom,India,False,M,9/18/1955 0:00,Mittal,Rakesh,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
699,4000,Media & Entertainment,Isaac Perlmutter,80.0,United States,Palm Beach,Marvel comics,Media & Entertainment,United States,True,M,12/1/1942 0:00,Perlmutter,Isaac,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.6945,-80.0408
699,4000,Finance & Investments,"Bernard Saul, II.",90.0,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,False,M,4/15/1932 0:00,Saul,Bernard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,38.9944,-77.0738
699,4000,Telecom,Shaul Shani,68.0,Italy,Milan,Telecom,Telecom,Israel,True,M,1/1/1955 0:00,Shani,Shaul,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
699,4000,Media & Entertainment,Steven Spielberg,76.0,United States,Pacific Palisades,Movies,Media & Entertainment,United States,True,M,12/18/1946 0:00,Spielberg,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
699,4000,Healthcare,Jerzy Starak,75.0,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,True,M,12/12/1947 0:00,Starak,Jerzy,114.11,"$592,164,400,688 ",37970874.0,51.919438,19.145136,,
699,4000,Energy,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Oil trading,Energy,Sweden,True,M,11/8/1953 0:00,Tornqvist,Torbjorn,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,46.2017,6.1469
699,4000,Metals & Mining,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Steel,Metals & Mining,Mexico,True,M,6/1/1948 0:00,Vigil Gonzalez,Rufino,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784,19.4333,-99.1333
699,4000,Diversified,Zhang Daocai,73.0,China,Shaoxing,Valves,Diversified,China,True,M,1/1/1950 0:00,Zhang,Daocai,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.0511,120.5833
721,3900,Manufacturing,Juergen Blickle,76.0,Germany,Bruchsal,Auto parts,Manufacturing,Germany,False,M,1/1/1947 0:00,Blickle,Juergen,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,49.1333,8.6
721,3900,Food & Beverage,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,False,M,3/9/1951 0:00,Cargill,Austen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.7855,-74.3291
721,3900,Food & Beverage,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,False,M,3/9/1951 0:00,Cargill,Austen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.3875,-120.7248
721,3900,Food & Beverage,"James Cargill, II.",73.0,United States,Birchwood,Cargill,Food & Beverage,United States,False,M,4/7/1949 0:00,Cargill,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
721,3900,Finance & Investments,Vanich Chaiyawan,91.0,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,True,M,1/1/1932 0:00,Chaiyawan,Vanich,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
721,3900,Finance & Investments,Chen Dongsheng,65.0,China,Beijing,Insurance,Finance & Investments,China,True,M,12/1/1957 0:00,Chen,Dongsheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
721,3900,Automotive,Mong-Koo Chung,85.0,South Korea,Seoul,Hyundai,Automotive,South Korea,False,M,3/19/1938 0:00,Chung,Mong-Koo,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922,,
721,3900,Finance & Investments,Kenneth Dart,67.0,Cayman Islands,George Town,Investments,Finance & Investments,Belize,False,M,4/21/1955 0:00,Dart,Kenneth,,,,,,19.2866,-81.3744
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,False,M,4/24/1939 0:00,De'Longhi,Giuseppe,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.6667,12.25
721,3900,Healthcare,Guenther Fielmann & family,83.0,Germany,Hamburg,Optometry,Healthcare,Germany,True,M,9/17/1939 0:00,Fielmann,Guenther,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,53.55,10.0
721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,M,3/6/1929 0:00,Hunt,W. Herbert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,M,3/6/1929 0:00,Hunt,W. Herbert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.9221,-123.313
721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,M,3/6/1929 0:00,Hunt,W. Herbert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.9152,-84.8416
721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,M,3/6/1929 0:00,Hunt,W. Herbert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3608,-75.9656
721,3900,Sports,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,False,M,6/13/1959 0:00,Irsay,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.965,-86.146
721,3900,Sports,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,False,M,6/13/1959 0:00,Irsay,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3899,-73.7239
721,3900,Diversified,Somurai Jaruphnit,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,F,,Jaruphnit,Somurai,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
721,3900,Food & Beverage,Marianne Liebmann,69.0,United States,Bozeman,Cargill,Food & Beverage,United States,False,F,7/11/1953 0:00,Liebmann,Marianne,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,45.6833,-111.0558
721,3900,Healthcare,Jorge Moll Filho & family,78.0,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,True,M,1/1/1945 0:00,Moll Filho,Jorge,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-22.9111,-43.2056
721,3900,Diversified,Fernando Roberto Moreira Salles,76.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,M,5/29/1946 0:00,Moreira Salles,Fernando Roberto,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-23.55,-46.6333
721,3900,Diversified,Pedro Moreira Salles,63.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,M,10/20/1959 0:00,Moreira Salles,Pedro,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-23.55,-46.6333
721,3900,Gambling & Casinos,Gabe Newell,60.0,United States,Seattle,Videogames,Gambling & Casinos,United States,True,M,11/3/1962 0:00,Newell,Gabe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,47.6211,-122.3244
721,3900,Fashion & Retail,Alfred Oetker,56.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,M,1/1/1967 0:00,Oetker,Alfred,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,52.0211,8.5347
721,3900,Fashion & Retail,Carl Ferdinand Oetker,50.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,M,10/3/1972 0:00,Oetker,Carl Ferdinand,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,52.0211,8.5347
721,3900,Fashion & Retail,Julia Oetker,44.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,F,1/26/1979 0:00,Oetker,Julia,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,52.0211,8.5347
721,3900,Manufacturing,Ruan Hongliang & family,62.0,China,Jiaxing,Glass,Manufacturing,China,True,M,1/1/1961 0:00,Ruan,Hongliang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.747,120.756
721,3900,Finance & Investments,Mark Stevens,63.0,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,True,M,2/17/1960 0:00,Stevens,Mark,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.4777,-106.8243
721,3900,Finance & Investments,Tsai Hong-tu,70.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,8/1/1952 0:00,Tsai,Hong-tu,,,,,,25.0375,121.5625
721,3900,Food & Beverage,Nusli Wadia,79.0,India,Mumbai,Consumer goods,Food & Beverage,India,False,M,2/15/1944 0:00,Wadia,Nusli,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
721,3900,Healthcare,Wu Yiling,73.0,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,True,M,10/24/1949 0:00,Wu,Yiling,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,38.0425,114.51
721,3900,Manufacturing,Yu Renrong,57.0,China,Ningbo,Semiconductors,Manufacturing,China,True,M,4/1/1966 0:00,Yu,Renrong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,29.8603,121.6245
721,3900,Healthcare,Zhu Baoguo & family,60.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,4/25/1962 0:00,Zhu,Baoguo,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
748,3800,Service,Rahul Bhatia,63.0,India,Delhi,Aviation,Service,India,False,M,6/10/1959 0:00,Bhatia,Rahul,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
748,3800,Construction & Engineering,Francesco Gaetano Caltagirone,80.0,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,True,M,3/21/1943 0:00,Caltagirone,Francesco Gaetano,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,41.8933,12.4828
748,3800,Media & Entertainment,Barry Diller,81.0,United States,New York,Online media,Media & Entertainment,United States,True,M,2/2/1942 0:00,Diller,Barry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
748,3800,Finance & Investments,Wesley Edens,61.0,United States,New York,Investments,Finance & Investments,United States,True,M,10/31/1961 0:00,Edens,Wesley,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
748,3800,Finance & Investments,Stephen Feinberg,63.0,United States,New York,Private equity,Finance & Investments,United States,True,M,3/29/1960 0:00,Feinberg,Stephen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
748,3800,Service,Rakesh Gangwal,69.0,United States,Miami,Airline,Service,United States,True,M,7/25/1953 0:00,Gangwal,Rakesh,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,25.784,-80.2101
748,3800,Service,Rakesh Gangwal,69.0,United States,Miami,Airline,Service,United States,True,M,7/25/1953 0:00,Gangwal,Rakesh,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.8878,-94.8711
748,3800,Food & Beverage,Joseph Grendys,61.0,United States,Chicago,Poultry processing,Food & Beverage,United States,True,M,12/1/1961 0:00,Grendys,Joseph,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.8375,-87.6866
748,3800,Media & Entertainment,Martha Ingram & family,87.0,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,False,F,8/20/1935 0:00,Ingram,Martha,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.1715,-86.7842
748,3800,Automotive,Li Xiang,41.0,China,Beijing,Electric vehicles,Automotive,China,True,M,10/1/1981 0:00,Li,Xiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
